"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Gordon Douglas","PG","Crime, Drama","English","Nov 20, 1968, Original","May 24, 2005","1h 33m","While diving for sunken treasure, street-smart gumshoe Tony Rome (Frank Sinatra) finds the body of a gorgeous blonde, her feet stuck in a block of cement. Soon after, tough guy Waldo Gronski (Dan Blocker) hires him to find a missing woman named Sandra Lomax, and Rome wonders if there's a connection. He sets about trying to locate the woman, and in no time finds himself mixed up with a beautiful party girl (Raquel Welch) and a slippery racketeer (Martin Gabel).",33,48,"Lady in Cement"
