"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Philip Goodhew","Lisa Hope, Angela Hart, John Slan","R","Comedy, Drama","English","$33.1K","1h 45m","In 1950s England, sailor Harold Guppy (Rupert Graves) arrives in a small seaside town looking for his estranged brother. After a brief reunion, Harold finds a room for rent in the house of Mrs. Beasley (Julie Walters), her meek husband and their teenage daughter, Joyce (Laura Sadler). It's clear that Harold has a troubled past, but his future is about to get more perilous yet. Despite the rosy surface, Harold soon finds himself in a tawdry sexual tug-of-war that won't end well.",14,42,"Intimate Relations"
