"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Allan Arkush","Michael Phillips","Universal Pictures","PG","Comedy","English","Dec 18, 1981, Original","Jun 27, 2008","1h 19m","While at the repair factory, Val (Andy Kaufman), a robot valet, meets Aqua (Bernadette Peters), a fellow automaton who functions as a party hostess. Remarkably, the two robots discover that they are in love, and impulsively flee from their duties. Looking for a place where they can establish a home, Val and Aqua create their own mechanized child, but their happiness is short-lived, since a relentless enforcer robot has been programmed to apprehend them.",0,25,"Heartbeeps"
