"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mel Brooks","Michael Hertzberg","Ron Clark, Mel Brooks, Ron Clark, Rudy De Luca, Barry Levinson","Key Video, 20th Century Fox","Crossbow Productions","PG","Comedy","Jun 16, 1976, Wide","Apr 4, 2006","1h 26m","Stereo","In this dialogue-free slapstick comedy, film director Mel Funn (Mel Brooks) travels to the ailing Big Picture Studios to pitch his comeback film: the first feature-length silent movie in many years. Desperate for a hit, the studio chief (Sid Caesar) gives Funn and his cronies, Eggs (Marty Feldman) and Bell (Dom DeLuise), the go-ahead -- but only if they can get big celebrities to act in it. Excited, Funn begins an adventure across the country in his effort to secure superstars for his film.",82,72,"Silent Movie"
