"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Damian Harris","Andrew S. Karsch","Damian Harris","Vertical Entertainment","Baby Mugs Films","R (Sexual Content|Language|Drug Use)","Romance, Comedy","English","Sep 15, 2017, Limited","Sep 15, 2017","1h 36m","After a whirlwind courtship, retired movie star Eve Wilde prepares to marry her fourth husband, the renowned English writer Harold Alcott. Sparks soon begin to fly when Eve's first ex and other guests arrive at her estate for a weekend get-together.",27,16,"The Wilde Wedding"
