"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Francis Ford Coppola","Francis Ford Coppola","Francis Ford Coppola","Paramount Pictures","The Directors Company, American Zoetrope","PG","Mystery & Thriller","English","Apr 7, 1974, Original","Jan 14, 2022","Oct 1, 2011","$143.2K","1h 53m","Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",97,89,"The Conversation"
