"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Per Fly","Ib Tardini","Per Fly, Kim Leona, Mogens Rukov, Dorte Warnøe Høgh","The Cinema Guild","Zentropa Entertainments","Drama","Danish","Feb 21, 2003, Original","Nov 13, 2003","Feb 18, 2010","1h 47m","Christoffer (Ulrich Thomsen) is a Danish man who stands to inherit a huge fortune, but he has abandoned his family's industrial business to live with his beautiful wife, Maria (Lisa Werlinder). When his father hangs himself, Christoffer returns to Denmark and becomes embroiled in family issues. Christoffer's manipulative brother-in-law (Lars Brygmann) wants to take over the family business, while his overbearing mother pressures him to take control instead, an idea his wife desperately opposes.",75,84,"The Inheritance"
