"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Robert Parigi","Kathleen Haase, Lawrence Levy","Robert Parigi","Content International","Base 12 Productions","R","Horror, Mystery & Thriller","English","Apr 5, 2003, Wide","Jul 13, 2004","1h 28m","Surround","A life-size sex doll seems to become jealous of its owner's (Desmond Harrington) blossoming relationship with his pretty co-worker (Melissa Sagemiller).",38,57,"Love Object"
