"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Prasanna Vithanage","Anto Chittilappilly","Prasanna Vithanage, Anushka Senanayake","Newton Cinema","Drama, Mystery & Thriller","English","1h 33m","An Indian tourist couple arrive in the hill country of crisis ridden Sri Lanka to celebrate their 5th wedding anniversary. But, when things take an unexpected turn, conflicts deepen revealing cracks in their relationship.",100,NA,"Paradise"
