"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Lionel Jeffries","Robert Lynn","Lionel Jeffries, E. Nesbit","Universal Pictures, MGM-EMI, MCA/Universal Pictures [us], Warner Home Vídeo","EMI Films Ltd.","G","Comedy, Drama","English","Dec 21, 1970, Wide","1h 42m","Mono","Flat (1.37:1)","After Charles Waterbury (Iain Cuthbertson) is imprisoned on false charges of selling state secrets, his wife (Dinah Sheridan) must move to a small house near a railway station. The Waterbury children -- Bobbie (Jenny Agutter), Phyllis (Sally Thomsett) and Peter (Gary Warren) -- occupy themselves watching the trains, even befriending a gentleman (William Mervyn) who frequents the station. When the children discover what has happened to their father, their new friend provides key assistance.",100,82,"The Railway Children"
