"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Stephen Poliakoff","Thérèse Pickard","Stephen Poliakoff","Castle Hill","R","Drama","English","Nov 22, 1991, Original","Dec 15, 2011","1h 45m","Surround","Richard (Clive Owen) is a confident Londoner who has always had a slightly unconventional relationship with his beautiful yet insecure sister, Natalie (Saskia Reeves). When their oddly flirtatious behavior crosses the line into an incestuous affair, it creates significant problems for both of them, especially when Natalie's husband, Sinclair (Alan Rickman), suspects something is amiss. As Natalie tries to call off her trysts with Richard, he becomes increasingly unhinged.",67,56,"Close My Eyes"
