"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Philippe Mora","Harvey Bernhard, Gabriel Katzka","Tom Holland","R","Horror","English","Feb 12, 1982, Limited","Nov 18, 2016","1h 38m","Surround","Driving near a small Mississippi town in 1964, newlyweds Eli (Ronny Cox) and Caroline (Bibi Besch) experience car trouble. When Eli goes off to look for help, Caroline gets raped and is made pregnant by a horrible creature. Years later the child, now teenager Michael (Paul Clemens), finds himself undergoing an inexplicable physical change that compels him to return to that area in Mississippi. Soon dead bodies start piling up while his desperate parents struggle to understand what's happening.",17,33,"The Beast Within"
