"Director","Screenwriter","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bobby Roth","Bobby Roth","R","Drama","English","1h 38m","Surround","Blue (Peter Coyote) and Eli (Nick Mancuso) are buddies living in a bohemian subculture of Los Angeles. Blue is an artist waiting for recognition, while Eli is a businessman waiting for his father to bequeath him the family lingerie factory. They are both looking for love, sex or some combination thereof, and engage meanwhile in friendly competition with one another. When Liliane (Carole Laure) arrives on the scene, their friendship is severely tested and they must decide what is truly important.",80,53,"Heartbreakers"
