"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Rod Hardy","Ted Bauman, Karen Sharpe","T.S. Cook, Carl Foreman","PG-13, TV-PG (V)","Western","English","Jun 19, 2001","1h 36m","A newly married lawman (Tom Skerritt) with plans to retire must first face a vengeful killer he sent to jail years earlier.",50,62,"High Noon"
