"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Glenn Gordon Caron","Warren Beatty","Mulholland Productions","PG-13","Romance","English","Feb 1, 2011","1h 48m","Stereo, Surround","Although they are each engaged to other people, former athlete Mike Gambril (Warren Beatty) and vocalist Terry McKay (Annette Bening) fall for each other on an international flight that gets diverted due to technical problems. After their trip, they agree to meet in New York City three months later, but tragedy strikes on the day of their reunion, resulting in Terry's hospitalization, which is unknown to Mike. Can the star-crossed lovers finally find each other?",28,67,"Love Affair"
