"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Anatole Litvak","Buddy Adler","Guy Bolton, Arthur Laurents, Marcelle Maurette","20th Century Fox","20th Century Fox","Drama","English","Dec 13, 1956, Wide","Mar 1, 2013","1h 45m","Stereo, Magnetic Stereo 6 Track","70mm","Could an amnesiac refugee named Anna Anderson (Ingrid Bergman) truly be the Grand Duchess Anastasia, purported sole survivor of the execution of Czar Nicholas II and his family during the Bolshevik Revolution of 1918, and therefore the rightful heir to the Czar's fortune? Backed by a group of White Russian exiles led by General Bounine (Yul Brynner), she faces her possible grandmother, the imperious Dowager Empress Maria Feodorovna (Helen Hayes), and the fortune-hunting Prince Paul (Ivan Desny).",93,78,"Anastasia"
