"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Charles Vidor","David O. Selznick","Ernest Hemingway, Laurence Stallings, Ben Hecht","The Selznick Studio","Romance","English","Dec 14, 1957, Wide","Jul 1, 2011","2h 30m","Stereo","Based on the Ernest Hemingway novel, this World War I drama follows American soldier Lt. Frederick Henry (Rock Hudson) and his romance with a nurse, Catherine Barkley (Jennifer Jones). While fighting alongside the Italian army, Frederick is separated from Catherine, who is pregnant with his child. After helping locals escape to freedom, Frederick searches for Catherine while enemy forces hunt him across Italy. But Catherine's poor health may prevent Frederick from reaching her in time.",8,36,"A Farewell to Arms"
