"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Georges Franju","Jules Borkon","Pierre Boileau, Pierre Gascar, Thomas Narcejac, Jean Redon, Claude Sautet","Lopert Pictures Corp., United Artists, Rialto Pictures","Lux Film S.p.a., Champs-Élysées Production","Horror, Drama","French (Canada)","Oct 31, 1962, Original","Oct 29, 2016","$52.7K","1h 30m","Dr. Génessier (Pierre Brasseur) is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane (Edith Scob), who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise (Alida Valli), kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.",97,87,"Eyes Without a Face"
