"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Ritchie","James Manos Jr.","R, TV-MA","Comedy","English","Jun 1, 2004","1h 39m","When aspiring cheerleader Shanna (Frankie Ingrassia) becomes overzealous in her efforts to win votes, the school administration bars her from tryouts. And when Shanna's snotty rival, Verna (Elizabeth Ruscio), succeeds in making the team, Shanna's mother, Wanda (Holly Hunter), decides it's a mere issue of supply and demand -- and so plots to hire a hit man to create a vacancy on the cheerleading squad. When her brother-in-law (Beau Bridges) tips off the authorities, a scandal ensues.",91,49,"The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom"
