"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Éric Rohmer","Margaret Ménégoz","Éric Rohmer","New Yorker Films, Fox Lorber","Les Films du Losange","PG","Comedy, Drama","French (France)","Mar 4, 1981, Original","1h 45m","Mono","A Parisian schoolgirl (Anne-Laure Meury) tags along with a postal clerk (Philippe Marlaud) who thinks his lover (Marie Rivière) has another lover.",82,84,"The Aviator's Wife"
