"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Britt Allcroft","Britt Allcroft","Destination Films","Gullane Pictures, Destination Films, Isle of Man Film","G","Kids & Family, Adventure","English","Jul 26, 2000, Wide","Apr 16, 2012","$15.9M","1h 26m","SDDS, Dolby A, Stereo, DTS, Surround, Dolby Digital, Dolby SR","1.66:1","Thomas the Tank Engine and his friends are being threatened by diesel engines like the surly Diesel 10 and his sidekicks Splatter and Dodge. Even the magical Mr. Conductor, who has always traveled between the train world and the human world of Shining Time Station, is losing his powers and sparkle. In the middle of this crisis, Lily meets up with Mr. Conductor on the way to visit her lonely grandfather Burnett Stone. Brave Thomas reminds them all that ""even little engines can do big things.""",21,42,"Thomas and the Magic Railroad"
