"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Federico Fellini","Angelo Rizzoli","Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi","Rialto Pictures, Criterion Collection, Image Entertainment Inc.","Rizzoli Film","Fantasy","Italian","Oct 22, 1965, Original","May 23, 2017","$90.7K","2h 28m","Mono","35mm, Flat (1.85:1)","Middle-aged Giulietta (Giulietta Masina) grows suspicious of her husband, Giorgio (Mario Pisu), when his behavior grows increasingly questionable. One night when Giorgio initiates a seance amongst his friends, Giulietta gets in touch with spirits and learns more about herself and her painful past. Slightly skeptical, but intrigued, she visits a mystic who gives her more information -- and nudges her toward the realization that her husband is indeed a philanderer.",79,85,"Juliet of the Spirits"
