"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"William Bindley","William Bindley, Martin Wiley","William Bindley, Scott Bindley","Metro-Goldwyn-Mayer","Addison Street Films, Road Pictures, North Shore Entertainment","PG","Drama","English","Jan 18, 2001, Original","Apr 22, 2005","Nov 4, 2016","$508.9K","1h 39m","Scope (2.35:1)","After an accident ends his career as a hydroplane pilot, Jim McCormick (Jim Caviezel) settles into life as an air-conditioner mechanic, husband and father in a Midwestern town. The population of Madison, Ind., is relatively small, but it has been a fixture of national powerboat racing for years -- although that's in danger of ending. With life in the town being bleak enough as is, Jim, with the blessing of his wife (Mary McCormack) and son (Jake Lloyd), enters the 1971 Gold Cup hydroplane race.",31,50,"Madison"
