"Director","Screenwriter","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jean Cocteau","Jean Cocteau, Jeanne-Marie Leprince de Beaumont, Jean Cocteau","Fantasy","French (Canada)","Jan 1, 1947, Wide","Jun 21, 2002","Jan 14, 2017","$138.2K","1h 35m","Mono","Flat (1.37:1)","The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",96,90,"Beauty and the Beast"
