"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jimmy T. Murakami","Iain Harvey","Piet Kroon, Robert Llewellyn","PG","Kids & Family, Holiday, Fantasy, Animation","English","Nov 4, 2018","1h 21m","Surround","In this animated retelling of Charles Dickens' classic tale, Ebeneezer Scrooge (Simon Callow) remains the same old curmudgeonly hermit. As he tries to resist the Christmas cheer surrounding him, several ghosts appear to him to show him the error of his ways. The Ghost of Christmas Past (Jane Horrocks), the Ghost of Christmas Present (Michael Gambon), former partner Marley (Nicolas Cage) and an earnest mouse help him change his cold heart just in time for the holiday.",13,48,"Christmas Carol: The Movie"
