"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Georgia Lee","Jane Chen, Georgia Lee, Mia Riverton","Georgia Lee","Polychrome","Blanc de Chine Films, Red Doors Entertainment","R (Brief Sexual Content)","Comedy, Drama","Sep 8, 2006, Limited","Jan 30, 2007","1h 31m","The patriarch (Tzi Ma) of a Chinese-American family plans to get away from it all when he retires, but the tumultuous lives of his rebellious daughters alter his plans. Eldest daughter, Samantha (Jacqueline Kim), reunites with an old flame and re-evaluates her life choices. Julie (Elaine Kao), a medical student, is in love with a celebrity. The youngest, Katie (Kathy Shao-Lin Lee) carries on an escalating war of pranks with a neighbor.",64,71,"Red Doors"
