"Director","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Martin Scorsese","Earl Mac Rauch","PG","Musical","English","Jun 21, 1977, Original","Nov 1, 2016","$91.9K","2h 35m","Jimmy Doyle (Robert De Niro), an aspiring saxophone player, meets established USO band singer Francine Evans (Liza Minnelli) during V-J Day celebrations at the end of World War II. The two become a musical double act and, more importantly, fall in love. They quickly get married and start a family, however, their volatile relationship disintegrates over time. Years later, when both of them have successful careers, Jimmy and Francine find their paths crossing once again.",57,58,"New York, New York"
