"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael Crichton","Paul N. Lazarus III","Michael Crichton","Metro-Goldwyn-Mayer","Metro Goldwyn Mayer","PG","Sci-Fi","English","Nov 21, 1973, Original","Sep 25, 2010","1h 28m","Stereo","35mm, Scope (2.35:1)","Westworld is a futuristic theme park where paying guests can pretend to be gunslingers in an artificial Wild West populated by androids. After paying a sizable entrance fee, Blane (James Brolin) and Martin (Richard Benjamin) are determined to unwind by hitting the saloons and shooting off their guns. But when the system goes haywire and Blane is killed in a duel with a robotic gunslinger (Yul Brynner), Martin's escapist fantasy suddenly takes on a grim reality.",84,70,"Westworld"
