"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alan Parker","Christopher Gore","Metro-Goldwyn-Mayer","Metro-Goldwyn-Mayer","R","Musical","English","May 16, 1980, Original","Jan 1, 2008","2h 14m","Surround","Young men and women audition for coveted spots at the New York High School of Performing Arts. Those who make the cut discover that it takes a lot of hard work to become a star and sometimes difficult decisions have to be made. The youngsters grapple with heavy issues such as homosexuality, abortion, attempted suicide and illiteracy. On top of their unique struggles, the students must deal with the mundane pressures of adolescence like homework, heartbreak and rejection.",81,69,"Fame"
