"Director","Producer","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mark Malone","Robert Vince, William Vince","R","Mystery & Thriller","English","1h 35m","Stereo, Surround","Cynical hit man, Mick, gets a crucial assignment, prompting Mick's soul-searching to reach new heights. Mick must kill sultry Fiona, who wants to die. But as Mick spends time with her, he finds himself falling for her.",63,58,"Killer"
