"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Andrew Neel","Christine Vachon, David Hinojosa, Vince Jolivette, James Franco","David Gordon Green, Andrew Neel, Mike Roberts","Paramount Pictures","Rough House Pictures, Killer Films, John Wells Productions, Rabbit Bandini Productions","R (Strong Sexual Content|Disturbing Behavior|Alcohol Abuse|Some Drug Use|Hazing|Violence|Nudity|Pervasive Language)","Drama","English","Sep 23, 2016, Limited","Sep 23, 2016","$23.0K","1h 36m","Nineteen-year-old Brad is a new college student and wants desperately to fit in. Taking a cue from his older brother, Brett, Brad decides to pledge a fraternity. At first, it's all parties and girls, but as Brad enters into the final stretch of the pledging ritual-known as hell week, things take a violent, humiliating turn. What occurs in the name of brotherhood tests both boys and their relationship in brutal ways.",79,44,"Goat"
