"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Jobson","Hamish McAlpine, Richard Jobson, Mark Burton","Richard Jobson","R (Alcohol Use)","Drama","English","May 18, 2003, Original","Oct 29, 2014","$7.5K","1h 37m","Frankie (Kevin McKidd) looks back on his wasted life as he is beaten senseless by a group of thugs in an alleyway. As a child, Frankie lived under the influence of his drunken, philandering father. As a teenager, he fell in with a gang of skinheads who unleashed their pent-up rage across the city of Edinburgh, Scotland. As an adult, however, he seeks help and becomes involved with two women -- an art student (Laura Fraser) and a fellow addict (Susan Lynch) -- who may prove to be his salvation.",80,68,"16 Years of Alcohol"
