"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Crichton","Howard Jeffrey","Michael Crichton","The Ladd Company, Warner Bros.","PG","Sci-Fi, Drama, Mystery & Thriller","English","Oct 30, 1981, Limited","Feb 17, 2012","1h 34m","Stereo, Surround","Dr. Larry Roberts (Albert Finney) is a plastic surgeon to the stars, but when some of his supermodel clients start turning up dead under mysterious circumstances, Roberts decides to investigate, since murder is bad for business. Roberts quickly discovers that all clues lead to Digital Matrix, the ominous corporate entity that has contracted many of his clients. Digital Matrix CEO John Reston (James Coburn) is found to be employing new technology to evil ends for his ad agency.",32,40,"Looker"
