"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Andy Collier, Toor Mian","Sean Knopp, Toor Mian, Ross Scaife","Andy Collier, Toor Mian","Hydra Films RKM, Loose Canon Films","Horror, Mystery & Thriller","English","Feb 9, 2021","1h 27m","Scope (2.35:1)","Isaac and his pregnant wife visit a remote Norwegian village to claim an unexpected inheritance. The couple finds themselves caught in a nightmare when they encounter a sinister cult that worships a sea-dwelling deity.",60,36,"Sacrifice"
