"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Mervyn LeRoy","Warner Bros. Pictures","Mervyn LeRoy","Comedy, Drama","English","Dec 27, 1961, Original","Aug 18, 2009","2h 33m","Since her beloved son was killed in World War II, Bertha Jacoby (Rosalind Russell) has nursed a grudge against the entire country of Japan. But when her son-in-law (Ray Danton) is offered a diplomatic position in Tokyo, he and her daughter (Madlyn Rhue) suggest she come and live with them. On the ship, the widowed Bertha tentatively makes friends with the courtly widower Koichi Asano (Alec Guinness). As the relationship blossoms, her daughter and son-in-law deal with their own prejudices.",67,63,"A Majority of One"
