"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Henri-Georges Clouzot","Henri-Georges Clouzot, Pablo Picasso","BuyIndies.com Inc., Samuel Goldwyn Company, Lopert Pictures Corp., Milestone Film & Video","Filmsonor","PG","Documentary","French (Canada)","Oct 7, 1957, Original","Nov 9, 2021","$247.3K","1h 27m","Mono","70mm","Director Henri-Georges Clouzot peers into the imagination of Pablo Picasso's studio and emerges with a quiet documentary that captures the revolutionary painter's creative process. Through a combination of stop-motion and time-lapse photography, Picasso's Cubist work comes to life on screen. Paint strokes and splashes of color appear as if by magic, as empty canvases become platforms for a series of daring and original drawings and paintings that exist only within the confines of this film.",88,83,"The Mystery of Picasso"
