"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Curtis Harrington","George Edwards","Henry Farrell","United Artists, MGM/UA Home Entertainment Inc.","Filmways Pictures","R (Some Violence/Bloody Images)","Mystery & Thriller","English","Jun 30, 1971, Original","Sep 5, 2006","1h 41m","Mono","After their sons are convicted of homicide in a highly publicized trial, Midwesterners Adelle (Debbie Reynolds) and Helen (Shelley Winters) begin receiving threatening phone calls and decide to begin their lives anew in Hollywood, Calif. They open a dance school for young girls, and, while the business succeeds, their troubles continue. Helen becomes dangerously neurotic and increasingly clings to Adelle, who longs to marry the wealthy parent (Dennis Weaver) of one of her students.",55,41,"What's the Matter With Helen?"
