"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Vicente Amorim","Lucy Barreto, Luiz Carlos Barreto","David França Mendes","Globo Filmes","Drama","Portuguese (Brazil)","Mar 21, 2006","1h 25m","Dolby Digital","An unemployed truck driver (Wagner Moura) and his family bicycle nearly 2,000 miles across Brazil to find a job that pays a decent salary.",58,56,"The Middle of the World"
