"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Clay Borris","Norstar Entertainment Inc.","R","Horror","English","Sep 22, 2017","1h 35m","Surround","Two teenage couples have a terrible time with a killer monk who has escaped from his cell.",0,13,"Prom Night IV: Deliver Us From Evil"
