"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"R.M. Richards","Elliott Kastner Productions","R","Crime, Drama","English","Nov 5, 2013","$2.4M","1h 42m","A down-and-out Las Vegas gambler/bodyguard (Burt Reynolds) hunts a mob punk for beating up his hooker friend (Karen Young).",33,27,"Heat"
