"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Harold Prince","R","Comedy, Drama","English","Dec 6, 2016","1h 52m","A charismatic and ambitious young man from the country, Konrad Ludwig (Michael York), finds employment as the butler at the home of Countess Herthe von Ornstein (Angela Lansbury). While working for the widowed aristocrat, Konrad decides that he will do anything in his power to climb both socially and financially. To this end, the scheming youth attempts to seduce von Ornstein's gay son, Helmuth (Anthony Corlan), among others, and even becomes involved in murder.",83,70,"Something for Everyone"
