"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Marco Ferreri","Rafael Azcona, Marco Ferreri","Compagnia Cinematografica Champion, Les Films Marceau, Cocinor","Drama","French (Canada)","Sep 22, 1964, Limited","1h 32m","A hair-covered woman becomes the property of a cruel entrepreneur who plans to use her as a freak attraction.",100,73,"The Ape Woman"
