"Director","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Jean de Segonzac","Tom Fontana, Eric Overmeyer, James Yoshimura","PG-13, TV-14","Drama","English","1h 36m","In this film based on the popular television series, members of the Baltimore Police Department must resolve the attempted murder of Al Giardello (Yaphet Kotto), their former commander who is trying his hand at mayoral politics. Old partners are reunited, but not without conflict. Frank Pembleton (Andre Braugher) and Tim Bayliss (Kyle Secor) try to find reasons for the shooting that put Giordello in a coma. However, Bayliss has been repressing angst, which inevitably comes to the surface.",86,74,"Homicide: The Movie"
