"Director","Producer","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Simon Wincer","Ian Jones, Simon Wincer","PG","War","English","1h 50m","Surround","World War I Australian cavalrymen (Jon Blake, Peter Phelps) fight the Germans and the Turks, ending in a charge at Beersheba.",71,82,"The Lighthorsemen"
