"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Floyd Russ","Andy Coverdale, Kara Durrett, Floyd Russ, Corey C. Waters","Floyd Russ, Ariana Ron Pedrique, Vilma Vega","Drama","Spanish","Nov 26, 2021, Limited","Nov 26, 2021","1h 24m","Ayar, a first-generation American Latina, returns home to reunite with her daughter. Her mother, Renata, refuses to let her see her due to COVID-19, and Ayar is confronted by the many roles she's been forced to play.",100,NA,"Ayar"
