"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Louda Ben Salah-Cazanas","Olivier Capelli, Laurent Rochette","Louda Ben Salah-Cazanas","Drama","English","1h 25m","Labidi is a struggling young writer who, after a small hit with a short story, is trying to publish his first novel. While he lives in a small room with his roommate and best friend Aleksei, delivering food on his bike to survive, he meets Elisa, a student. Caught up in a whirlwind romance, he doesn't always make the right choices. Labidi will soon be confronted to the realities of everyday life, at the expense of his writing.",100,39,"The World After Us"
