"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Celyn Jones, Tom Stern","Alex Ashworth, Alison Brister, Andy Evans, Sean Marley","Celyn Jones, Kaite O'Reilly","IFC Films","Metrol Technology, Ffilm Cymru Wales , National Lottery, REP Productions, Creative Business Wales, Picnik Entertainment, Mad As Birds, Harcourt Capital, Head Gear Films","Drama","English","Dec 16, 2022, Limited","Dec 16, 2022","$790","1h 36m","An archaeologist and an architect fight to re-imagine a future after a traumatic brain injury leaves them adrift from the people they love.",23,56,"The Almond and the Seahorse"
