"Director","Producer","Screenwriter","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jon Amiel","John Fiedler, Mark Tarlov","William Boyd","PG-13","Romance, Comedy","English","1h 47m","Surround","Soap-opera scribe Pedro Carmichael (Peter Falk) has been hired to juice up the scripts at a radio station in 1950s New Orleans. But the station seems to have plenty of scandalous plotlines already brewing in its hallways, notably the taboo liaison between news reporter Martin Loader (Keanu Reeves) and his divorced aunt Julia (Barbara Hershey). Taking inspiration from reality, Pedro incorporates their sultry romance on-air while trying to steer the pair's love affair in real life.",50,53,"Tune in Tomorrow..."
