"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Henreid","William H. Wright","Warner Brothers/Seven Arts","Mystery & Thriller","English","Oct 18, 2010","1h 55m","Identical twin sisters Margaret (Bette Davis) and Edith Philips (also Davis) haven't spoken in nearly 20 years, ever since Margaret hoodwinked the man Edith loved into marrying her instead. When Margaret's husband dies, Edith reunites with her twin -- but only to seek revenge. Killing her sister and stealing her identity, Edith has everyone convinced she's really Margaret. But when she encounters Margaret's lover, Tony (Peter Lawford), Edith uncovers a shocking secret that threatens her plans.",100,79,"Dead Ringer"
