"Director","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michelangelo Antonioni","Drama","Italian","Jun 7, 2016","$63.2K","1h 45m","This Italian drama, based on a novella by Cesare Pavese, follows Clelia (Eleonora Rossi Drago), a young woman from Rome who relocates to Turin to open a fashion boutique. Clelia soon meets and befriends a group of wealthy and cultured women, including the artistic Nene (Valentina Cortese) and the lively Mariella (Anna Maria Pancani). Tensions develop within the group, however, when Nene's fiancé, Lorenzo (Gabriele Ferzetti), becomes interested in one of the other women.",100,83,"The Girlfriends"
