"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Marc Schoelermann","Mark Neveldine, Brian Taylor, Tom Rosenberg, Gary Lucchesi, Skip Williamson, Richard S. Wright","Mark Neveldine, Brian Taylor","Metro-Goldwyn-Mayer","Lakeshore Entertainment","R (Violence|Drug Use|Disturbing & Perverse Behavior|Strong Sexual Content|Gruesome Images|Language|Nudity)","Mystery & Thriller","English","Apr 18, 2008, Limited","Jan 4, 2016","$108.7K","1h 33m","Medical student Ted Grey (Milo Ventimiglia) graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.",46,39,"Pathology"
