"Director","Producer","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"K. Selvaraghavan","Kalaippuli S. Thanu","V. Creations","Drama","Tamil","2h 2m","A father's quest to save a daughter from a spirit leads him to long-estranged, bloodthirsty kin who turns out to be at the root of everything.",40,NA,"Naane Varuven"
