"Director","Producer","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"William Dieterle","Irving Asher","Adventure","English","Apr 21, 1954, Limited","Jan 4, 2017","1h 43m","When John Wiley (Peter Finch), an affluent plantation owner, brings his new wife, Ruth (Elizabeth Taylor), to his estate in the jungles of Ceylon, she's overjoyed by the exotic location and luxurious accommodations, until it becomes clear her new husband is more interested in palling around with his friends than spending time with her. Left alone on the plantation, Ruth strikes up a friendship with the foreman, Dick Carver (Dana Andrews), and it isn't long before a love triangle develops.",60,50,"Elephant Walk"
