"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jan Kounen","Éric Névé","Joel Houssin","Buena Vista Home Video (BVHV), Polygram, Columbia Pictures","Noé Productions, Le Studio Canal +, PolyGram Audiovisuel, France 3 Cinéma, La Chauve Souris","R","Action","French (Canada)","Jul 1, 1998, Wide","1h 43m","Surround","A crook known as Dobermann (Vincent Cassel) has a soft spot for guns, and he loves using them -- especially to rob banks. Flanked by his deaf but equally violent lover Nat the Gipsy (Monica Bellucci), plus a brutal and bizarre pack of fellow thieves, Dobermann pulls off a tricky job that results in the death of police officers. After the heist, the group is pursued by the rogue cop Cristini (Tcheky Karyo), who spits bile and will stop at nothing to take down the gang.",63,80,"Dobermann"
