"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Samuel Fuller","Buddy Adler","Harry Kleiner, Samuel Fuller","20th Century Fox","20th Century Fox","Crime, Drama","English","Oct 16, 1955, Wide","Mar 15, 2005","1h 42m","Stereo","In post-World War II Tokyo, Eddie Kenner (Robert Stack) is on a U.S. Army special assignment to investigate a murderous clique led by ex-soldier Sandy Dawson (Robert Ryan). Kenner ingratiates himself with Dawson and his inner circle, gaining their trust while starting a relationship with Mariko (Shirley Yamaguchi), the wife of a murdered gang member. But the sinister Dawson suspects there's a traitor among them when the police are tipped off about a planned robbery.",85,58,"House of Bamboo"
