"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Aaron Woodley","Lee Daniels","Russell Schaumburg","Vivendi Entertainment","R (Language)","Drama","English","Jun 5, 2009, Limited","Mar 17, 2017","1h 39m","Years after escaping the clutches of his alcoholic father, cabdriver Carter (Adam Rothenberg) hears that Ellis (Ethan Peck), the brother he has raised as a son, has leukemia. In desperate need of a suitable bone-marrow donor, Carter and Ellis set off on a solemn drive from New Mexico to Knoxville, Tenn., in hopes of finding their errant father. Along the way, the two befriend truck-stop waitress Krystal (Mariah Carey), who joins them on the road -- with her own dark past in hot pursuit.",33,55,"Tennessee"
