"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jean-Pierre Melville","Carlo Ponti, Georges de Beauregard","Jean-Pierre Melville, Beatrice Beck","Rome Paris Films","Drama","French (Canada)","Jul 26, 2011","$44.5K","2h 10m","Mono","Flat (1.85:1)","As the Germans take over France during World War II, widowed mother Barny (Emmanuelle Riva) becomes increasingly anxious about her half-Jewish daughter. She decides to hide the girl on a nearby farm and have her baptized as a cover. The ceremony reminds Barny of the absurdity of religion, and inspires her to pick a fight with parish priest Leon (Jean-Paul Belmondo). She's surprised to learn that he shares a great many of her views, and the two begin a chaste yet deep relationship.",96,85,"Leon Morin, Priest"
