"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Satyajit Ray","Asim Dutta, Nepal Dutta","Satyajit Ray, Sunil Ganguli","Priya Films","Drama","Bangla","2h 0m","Mono","35mm","A group of Calcutta city slickers, including the well-off Asim (Soumitra Chatterjee), the meek Sanjoy (Subhendu Chatterjee) and the brutish Hari (Samit Bhanja), head out for a weekend in the wilderness. Before long, however, the friends find themselves neglecting nature in favor of hard drinking and hitting on the nearby tribeswomen. But as the men spend more time with the local people, they begin to realize that the social standings that mean so much to them hold no importance in the wild.",100,97,"Days and Nights in the Forest"
