"Director","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Diane Kurys","R","Romance","English","$25.6K","1h 49m","While filming a biopic of Italian author Cesare Pavese in Rome, American actor Steve Elliott (Peter Coyote) falls for his British co-star, Jane Steiner (Greta Scacchi). After Steve refuses an interview with Jane's journalist father, the two actors begin a steamy affair mirroring the relationship of their characters in the film. But when Steve's wife, Susan (Jamie Lee Curtis), discovers her husband's lies, the affair damages not only Steve's family but Jane's.",50,57,"A Man in Love"
