"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Patrice Leconte","Jérôme Tonnerre, Patrice Leconte","IFC Films","TF1 Films Productions, Lucky Red","PG-13 (Some Strong Language)","Comedy","French (Canada)","Jul 13, 2007, Original","Jan 30, 2017","$1.4M","1h 35m","Francois (Daniel Auteuil), a Parisian antique dealer, has little time or desire for personal relationships. When his business partner (Julie Gayet) challenges him to prove that he has a friend, the buddy-less Francois tries to find one. When his pathetic attempts fail, he hires a cab driver (Dany Boon) to teach him how to make and keep a real pal.",76,69,"My Best Friend"
