"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Sean S. Cunningham","Sean S. Cunningham, Andrew Fogelson","Stephen Gyllenhaal","Columbia Pictures","Columbia Pictures Corporation","R","Mystery & Thriller","English","Jan 18, 1985, Original","Nov 1, 2011","1h 30m","Flat (1.85:1)","A brother (Shannon Presby) and sister (Lori Loughlin) move to Florida and fight local hoodlums led by a twisted drug dealer (James Spader).",40,48,"The New Kids"
