"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Philippe Diaz","Philippe Diaz, Beth Portello","Philippe Diaz","Cinema Libre Studio","Drama","English","Feb 18, 2011, Limited","Jun 21, 2011","$1.8K","1h 40m","A disgraced banker (James Wortham) has a steamy affair with an illegal immigrant (Shari Solanis), who opens his eyes to a different world view.",25,44,"Now & Later"
