"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gary Sherman","New World Pictures, Balcor Film Investors","R","Action","English","Jan 6, 2015","$6.5M","1h 46m","Surround","Former CIA agent Nick Randall (Rutger Hauer) now makes his living working as a bounty hunter. After the authorities find out that a criminal mastermind, Malak Al Rahim (Gene Simmons), is responsible for blowing up a number of buildings in downtown Los Angeles, the police department calls Nick in to help. Nick, working with his buddy -- former cop Danny (William Russ) -- and his old partner (Robert Guillaume), signs on for the dangerous mission of bringing Malak down.",30,48,"Wanted: Dead or Alive"
