"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Richardson","Stephen Woolley","Peter Richardson, Pete Richens","Miramax","R","Comedy","English","$201.1K","1h 37m","Stereo, Surround","A portly priest (Robbie Coltrane) becomes pope by mistake and spots a mob boss (Herbert Lom) laundering money at the Vatican.",29,51,"The Pope Must Diet"
